Crosswalk,CurbRamp,NoCurbRamp,NoSidewalk,Obstacle,Other,Signal,SurfaceProblem,lat,lon
0,1,0,0,0,0,0,0,41.47244,-87.68457
0,0,0,0,5,0,0,0,41.47247,-87.68513
0,0,0,0,5,0,0,0,41.472504,-87.67701
0,0,0,0,0,0,0,2,41.47254,-87.68039
0,0,0,0,5,0,0,0,41.472576,-87.677055
0,0,0,0,5,0,0,0,41.47262,-87.67674
0,0,0,0,0,0,0,3,41.47268,-87.67481
0,1,0,0,0,0,0,0,41.472687,-87.69136
1,0,0,0,0,0,0,0,41.472713,-87.69133
0,2,0,0,0,0,0,0,41.47272,-87.691284
0,0,0,0,3,0,0,0,41.472736,-87.689064
0,0,0,0,0,0,0,3,41.47274,-87.676704
0,2,0,0,0,0,0,0,41.472744,-87.682816
0,2,0,0,0,0,0,0,41.47275,-87.685745
3,0,0,0,0,0,0,0,41.472797,-87.68577
0,2,0,0,0,0,0,0,41.4728,-87.68582
0,0,0,0,0,0,0,2,41.47281,-87.68901
0,1,0,0,0,0,0,0,41.47282,-87.68565
0,0,0,0,0,0,0,2,41.47283,-87.67997
0,0,0,0,0,0,0,3,41.47286,-87.68153
0,2,0,0,0,0,0,0,41.472862,-87.69155
0,0,0,0,0,0,0,2,41.472874,-87.68764
0,0,0,0,4,0,0,0,41.472874,-87.67643
1,0,0,0,0,0,0,0,41.472878,-87.69151
0,1,0,0,0,0,0,0,41.472878,-87.68572
0,1,0,0,0,0,0,0,41.472885,-87.67439
0,1,0,0,0,0,0,0,41.472908,-87.691475
0,0,0,0,2,0,0,0,41.473015,-87.67613
0,0,0,0,0,0,0,2,41.473026,-87.67964
0,0,0,0,0,0,0,2,41.47303,-87.67603
0,0,0,0,5,0,0,0,41.473053,-87.67578
0,2,0,0,0,0,0,0,41.47309,-87.690506
0,0,0,0,4,0,0,0,41.473095,-87.675964
0,0,0,0,0,0,0,3,41.473114,-87.6759
0,0,0,0,0,0,0,2,41.473164,-87.679436
0,0,0,0,0,0,0,2,41.47317,-87.68653
0,0,0,0,0,0,0,2,41.473175,-87.68546
0,2,0,0,0,0,0,0,41.473183,-87.690384
0,2,0,0,0,0,0,0,41.47334,-87.69008
0,3,0,0,0,0,0,0,41.473354,-87.68678
0,0,0,0,0,0,0,2,41.47337,-87.67912
0,0,0,0,0,0,0,2,41.47338,-87.680664
0,0,0,0,0,0,0,3,41.473404,-87.675476
0,0,3,0,0,0,0,0,41.473415,-87.68664
0,0,0,0,3,0,0,0,41.473423,-87.67532
0,0,0,0,3,0,0,0,41.473434,-87.689896
0,1,0,0,0,0,0,0,41.473465,-87.68989
0,2,0,0,0,0,0,0,41.473495,-87.686714
0,1,0,0,0,0,0,0,41.47353,-87.69443
0,0,0,0,5,0,0,0,41.473557,-87.67527
0,1,0,0,0,0,0,0,41.47357,-87.67897
0,1,0,0,0,0,0,0,41.473602,-87.678925
0,0,0,0,0,0,0,2,41.473648,-87.68508
0,0,0,0,0,0,0,2,41.47367,-87.67901
0,0,0,0,0,0,0,2,41.47373,-87.68503
0,0,0,0,0,0,0,3,41.473743,-87.6791
0,2,0,0,0,0,0,0,41.473766,-87.67546
0,0,0,0,0,0,0,2,41.473778,-87.68037
0,0,0,0,0,0,0,2,41.47379,-87.67925
0,2,0,0,0,0,0,0,41.473812,-87.67536
0,0,0,0,0,0,0,2,41.473846,-87.6792
0,2,0,0,0,0,0,0,41.473858,-87.6769
0,1,0,0,0,0,0,0,41.47387,-87.67437
0,0,0,0,0,0,0,2,41.473892,-87.67929
0,0,0,0,0,0,0,1,41.47394,-87.694984
0,0,0,0,0,0,0,3,41.473953,-87.67953
0,0,0,0,3,0,0,0,41.473984,-87.68927
0,0,0,0,3,0,0,0,41.473988,-87.68974
3,0,0,0,0,0,0,0,41.47401,-87.67437
0,0,0,0,0,0,0,1,41.474026,-87.695114
0,0,0,0,0,0,0,3,41.474037,-87.679695
0,2,0,0,0,0,0,0,41.474087,-87.674385
0,0,0,0,0,0,0,2,41.474094,-87.67985
0,0,0,0,0,0,0,2,41.474106,-87.68477
0,2,0,0,0,0,0,0,41.47417,-87.68018
0,1,0,0,0,0,0,0,41.4742,-87.68749
0,0,0,0,0,0,0,2,41.474262,-87.6874
0,0,0,0,0,0,0,2,41.474262,-87.680145
0,2,0,0,0,0,0,0,41.474277,-87.67803
0,2,0,0,0,0,0,0,41.47432,-87.678116
0,0,0,0,0,0,0,2,41.474323,-87.68043
0,0,0,0,0,0,0,2,41.474392,-87.68472
0,0,5,0,0,0,0,0,41.47441,-87.69356
0,0,5,0,0,0,0,0,41.474415,-87.6935
0,0,0,0,0,0,0,2,41.474415,-87.68056
0,0,0,0,0,0,0,2,41.474453,-87.68063
0,0,5,0,0,0,0,0,41.474457,-87.693695
0,0,5,0,0,0,0,0,41.4745,-87.693695
0,2,0,0,0,0,0,0,41.474506,-87.69346
0,0,0,0,0,0,0,2,41.474514,-87.68096
0,0,0,0,0,0,0,3,41.47454,-87.696144
0,0,5,0,0,0,0,0,41.47456,-87.69359
0,0,0,0,0,0,0,3,41.474564,-87.681145
0,0,5,0,0,0,0,0,41.47457,-87.693634
0,0,0,0,0,0,0,3,41.474583,-87.68105
0,0,0,0,0,0,0,2,41.474586,-87.69385
0,1,0,0,0,0,0,0,41.474648,-87.68826
0,0,0,0,0,0,0,3,41.474667,-87.69597
0,0,0,0,0,0,0,5,41.474667,-87.69398
1,0,0,0,0,0,0,0,41.474678,-87.688225
0,0,0,0,0,0,0,2,41.474686,-87.68147
